Size,Bedrooms,Bathrooms,Location,Price
2795,2,1,Rural Area,402425.4345959458
655,2,1,City Centre,181322.26265747735
1570,4,1,Rural Area,312580.21633085253
2458,1,1,City Centre,337486.80947475426
2748,4,3,City Centre,433269.29260887793
2183,3,1,Rural Area,342745.56916814763
623,1,1,City Centre,159861.46477522305
2548,4,3,Suburbs,439223.6946564126
1467,1,3,Suburbs,294487.6697180406
1354,3,2,Rural Area,263756.2779925202
1139,5,3,City Centre,297625.00071912096
2738,2,3,Suburbs,394749.64684506494
2102,4,1,Rural Area,300543.98833533813
941,3,2,Rural Area,246382.07465453263
2444,3,1,Rural Area,369484.5556711733
2338,1,2,Suburbs,328926.86183817394
2329,1,1,Suburbs,301594.9728917905
2690,2,3,Suburbs,415032.272168365
1032,1,3,Suburbs,218546.54901485617
2774,4,2,City Centre,468295.0606647579
1836,4,1,Suburbs,329084.26549617684
1448,4,1,Rural Area,298180.40698546113
2519,5,3,City Centre,478340.76882623543
959,4,3,Suburbs,264293.9182160094
1050,1,2,City Centre,196325.57843660665
892,1,3,Rural Area,232731.55654304603
2287,4,2,Suburbs,357517.463505644
1344,3,2,City Centre,269207.64387275587
2757,3,2,Suburbs,410015.9977132682
1638,3,2,City Centre,286913.7820014505
1145,2,3,City Centre,260067.65555836825
2766,5,2,Rural Area,445197.87274209654
2954,4,3,Rural Area,472507.04291292
1966,2,2,Suburbs,297946.5614609636
1877,3,3,Suburbs,348409.4196176889
641,4,2,City Centre,265693.57389684627
1000,2,3,Rural Area,233952.2870996062
1339,1,1,Rural Area,218700.75031918567
2182,3,2,City Centre,334456.08711827936
2065,2,2,Rural Area,343349.5113639579
2546,1,1,Rural Area,337873.9525885639
2030,3,1,City Centre,335857.53204056155
1095,5,2,Suburbs,308483.38797923044
2404,3,3,Suburbs,391779.0570170991
780,5,2,Suburbs,278418.89665314206
923,5,3,City Centre,309025.7658179433
769,5,1,Suburbs,248697.13069848166
653,4,3,City Centre,244288.86047126594
2250,4,2,City Centre,385557.47925539984
1161,5,1,Rural Area,292332.9277727057
2467,1,1,Rural Area,342032.3188981364
582,5,2,Suburbs,209597.5507074574
1949,2,2,City Centre,301466.0568977547
1798,5,1,Suburbs,363944.5738869494
2831,4,3,Suburbs,463062.9834073188
1479,4,3,Rural Area,318555.7493912091
2720,2,3,Suburbs,442237.945132114
2159,2,2,Suburbs,352139.83739772526
1898,3,1,Rural Area,336396.56455085974
1132,1,3,Suburbs,223786.80858322344
2031,1,1,Suburbs,295809.5821120879
1286,1,3,City Centre,241971.29193269738
897,4,1,Suburbs,213997.00920060612
1643,1,2,Rural Area,268238.90262359503
1433,3,2,Rural Area,282147.68597737985
1960,3,2,City Centre,334513.7534557859
2352,1,3,Rural Area,370014.30024313024
785,2,2,Rural Area,196284.80728439894
764,3,2,Rural Area,217801.2666030639
2867,2,2,Suburbs,409075.3306258635
2636,4,1,City Centre,418653.73426475393
2177,3,1,City Centre,348660.59669056645
1726,2,1,City Centre,291339.67062609066
1320,1,1,City Centre,191336.64517285753
2262,4,1,Rural Area,374084.46775340405
2881,5,1,Suburbs,450857.73766079836
2769,5,1,Rural Area,415574.1155213283
540,1,2,Rural Area,125144.09812436723
2231,4,2,Rural Area,370542.1070603822
567,4,3,Rural Area,218663.40881665627
1487,4,2,City Centre,303915.3862910454
2299,4,1,City Centre,377463.23853068554
2121,5,1,Suburbs,386981.84704353334
2155,2,3,Rural Area,325738.2279774897
1778,4,2,City Centre,319732.3914042567
1194,2,2,Suburbs,222009.97535194617
1585,4,3,Rural Area,331120.77727542765
2979,3,1,Rural Area,423461.4664637544
2193,3,1,City Centre,364281.6119689962
2815,3,1,Rural Area,388158.8003202488
1558,4,1,Rural Area,316306.1227160848
1278,2,3,City Centre,233181.00684736253
993,5,2,Suburbs,279684.3683055644
2085,1,1,Suburbs,304532.02884954016
1992,5,2,City Centre,391867.9312796771
2290,4,2,City Centre,422827.20322479995
1160,3,1,Suburbs,288555.98629536387
1848,3,1,Suburbs,317907.99282707623
1827,2,1,City Centre,261335.93981555145
1799,4,2,City Centre,416083.30214435887
2486,5,3,City Centre,466442.0636940753
2544,4,1,Rural Area,420006.3145817459
2428,4,2,City Centre,394257.3804058181
1847,3,2,Rural Area,322262.28082749556
1558,5,1,Suburbs,304292.37275491987
1476,1,3,Suburbs,276049.4658372582
981,3,1,City Centre,213828.9511912452
1227,5,1,City Centre,302071.267552281
1531,2,3,Suburbs,273303.84035362635
842,3,1,Suburbs,228208.80173069276
1947,2,1,Suburbs,305355.890522389
2879,3,3,Suburbs,468331.2124455941
2985,4,2,City Centre,500729.272282099
2721,5,2,Rural Area,457765.6542370045
1026,2,2,Suburbs,249903.4820768307
2396,3,2,Suburbs,406998.03844009864
1158,2,2,Rural Area,235375.03005305893
2573,3,1,City Centre,387502.7207500417
1319,3,3,Rural Area,292325.5871960646
905,1,2,City Centre,181773.62141686416
2779,1,3,City Centre,384359.3505367826
2073,1,2,City Centre,331793.8385286744
2311,2,1,City Centre,321894.68889161316
1004,4,2,City Centre,257412.7667643886
678,3,2,Suburbs,201266.61559336493
631,5,3,City Centre,267305.57382897194
2346,1,3,Suburbs,395608.1284659131
1978,2,1,City Centre,299011.30134308804
2895,2,3,Suburbs,395670.5851122485
1271,2,3,Rural Area,264223.79893666646
1929,5,3,Rural Area,368443.30606155813
2623,5,1,Suburbs,432439.68524846213
1078,1,1,City Centre,177560.4579659479
2015,5,1,Suburbs,369761.6105089798
693,1,3,Suburbs,160426.83351572044
2507,5,3,City Centre,440383.7851212315
1685,5,1,Rural Area,313642.18177135836
2894,5,3,Suburbs,509464.8326154214
1884,1,3,Rural Area,288916.1366852807
2292,3,2,Rural Area,380288.67801604
1610,1,1,Rural Area,249581.18522431902
2761,3,1,Suburbs,405078.26751946466
2436,2,3,Suburbs,386060.0136433896
1279,2,3,City Centre,274959.65557559347
761,1,2,City Centre,202223.6706854201
1229,3,1,Suburbs,266566.7554092394
782,3,1,City Centre,233720.88684920175
1990,3,3,Rural Area,332719.6005663365
861,2,1,Rural Area,164271.89658042433
940,1,3,Suburbs,242143.49112675482
2640,4,2,Rural Area,435249.77077974204
2144,3,3,Suburbs,348119.70216236
1366,3,2,Suburbs,271009.0830108443
1947,4,3,Suburbs,380440.45354020566
641,1,2,Rural Area,163158.9605371417
1814,3,2,Suburbs,333648.3177584334
1955,1,1,Suburbs,257007.83965707137
2375,3,3,City Centre,391896.6528904863
2347,5,1,Rural Area,402052.41462804965
2212,3,1,Suburbs,332066.0392654055
1200,5,3,City Centre,309333.67272989097
1497,1,1,Suburbs,225433.80284221272
2596,3,1,Rural Area,362412.28054943145
1825,2,1,City Centre,275151.2239129389
1380,2,3,City Centre,276819.41213755944
1713,4,1,Suburbs,296809.00575868634
1659,2,1,Suburbs,257402.2988319996
1054,5,1,Rural Area,236341.69209570807
903,2,3,Rural Area,254105.93897611974
1391,2,2,Suburbs,277620.4261957096
1101,2,2,City Centre,254195.39128777073
2330,3,2,Rural Area,380221.3238297477
840,4,2,Rural Area,249888.804689043
2468,1,1,City Centre,327576.79315248906
1203,4,3,Suburbs,321305.2193273247
817,5,1,Rural Area,247171.94805216108
1886,3,3,City Centre,304393.90794877993
2929,3,1,Rural Area,379241.733568475
2780,2,2,City Centre,405268.8540488485
2300,2,2,Rural Area,330808.1584024336
1867,5,3,Suburbs,383647.6398958203
2072,3,1,City Centre,347377.7142971284
1316,1,2,Rural Area,215009.05290215794
1052,4,3,Rural Area,274208.2619548755
1355,3,1,City Centre,255235.22031328795
2312,1,3,City Centre,328867.90354822506
682,1,1,Suburbs,124617.11458981558
2074,4,1,City Centre,330551.9222659328
896,1,1,Rural Area,144727.25254802307
2227,5,3,Suburbs,414145.66754815174
2017,1,3,City Centre,312874.9769148568
1406,5,1,Rural Area,295062.71940351557
1856,1,2,City Centre,257198.4262564492
2674,2,1,Rural Area,394506.73226055957
500,1,3,Rural Area,152547.8899613094
518,5,1,Suburbs,268132.22181176866
1083,1,3,Suburbs,240603.47968720933
955,1,1,City Centre,139255.71660831603
2536,1,1,Suburbs,363288.69947063585
1632,5,2,City Centre,329151.01005878637
2992,1,2,Suburbs,380661.43810858356
2452,4,3,Suburbs,414758.81056754634
2650,4,1,City Centre,432675.96259718505
1487,5,3,Suburbs,354167.653336893
1019,2,1,Suburbs,210549.4666596005
1358,4,1,Suburbs,264362.3074585762
673,3,1,Suburbs,211162.43097698828
1866,4,2,City Centre,326918.7937785388
2978,3,3,Rural Area,473657.76230460126
1226,5,1,City Centre,294262.8894202563
2210,2,1,City Centre,314085.96285924106
2375,3,3,City Centre,435010.3491726693
2181,3,3,Suburbs,391341.1048548704
1847,4,1,Suburbs,340872.6932713502
1489,3,2,Rural Area,290966.75110933994
919,5,2,Suburbs,249025.06229206148
1093,5,1,Rural Area,275056.3621703568
2274,5,2,Rural Area,439484.51574482827
2959,4,3,Suburbs,443348.8958565686
1435,2,2,Rural Area,274845.6519791597
1607,4,3,City Centre,363586.13215061766
1636,5,3,City Centre,387486.55092099914
831,4,3,City Centre,240098.24654960935
2588,5,3,Rural Area,442901.92243379273
2293,1,2,Rural Area,331318.4552747437
1458,1,3,City Centre,269876.93787904264
604,3,1,Suburbs,211034.5257304065
701,2,3,City Centre,201077.2516671429
2997,1,1,Suburbs,403612.7597580616
2342,5,3,Suburbs,377920.28460774134
2366,4,3,Rural Area,406280.21191848785
2496,4,2,Rural Area,428493.7844663509
1789,3,3,Suburbs,350569.9467216918
1409,4,3,Suburbs,296734.83115954127
709,1,2,Suburbs,191430.05662306288
1062,4,2,Rural Area,237795.9715711933
2063,1,1,City Centre,315228.90173545695
1270,1,2,Suburbs,222913.3307209046
1128,2,1,Rural Area,208773.34610185266
2128,3,3,City Centre,361838.71601320984
2201,5,1,Rural Area,392680.80012287357
886,1,2,City Centre,230207.46591220316
2435,3,3,Rural Area,422862.02512303996
2843,5,1,City Centre,426356.5354261611
2805,4,1,Suburbs,404673.8632134329
1604,3,1,Rural Area,247283.93872624583
767,3,3,City Centre,237877.35348736774
2966,3,1,City Centre,418209.2251606571
2782,4,1,City Centre,435747.515849893
2356,4,2,Suburbs,385580.12007518887
2498,3,1,Rural Area,366870.1869110989
1880,2,3,City Centre,293958.088640008
1736,1,2,Suburbs,295666.997446545
1073,4,3,Suburbs,270260.9135527595
548,2,2,Suburbs,158087.75484011654
1650,4,2,Suburbs,344331.4300568384
722,3,1,Suburbs,167685.40499865322
1931,2,3,Suburbs,339093.89163911296
2028,5,1,Suburbs,352437.2057916797
2319,1,2,Rural Area,329581.5540429856
2824,1,1,Rural Area,328704.18512605067
1961,4,2,Suburbs,367650.3833931332
1630,1,2,City Centre,304000.5853537333
2181,5,3,City Centre,387839.8255792653
2967,2,3,City Centre,454800.0208859699
874,2,3,Suburbs,221453.86708008754
2620,3,3,City Centre,427692.0811696542
2521,2,1,Rural Area,333499.289707563
1553,4,3,Rural Area,309659.682485289
2389,5,3,Rural Area,435649.18943636614
2323,3,3,Rural Area,382971.60322069284
1974,4,2,Suburbs,360381.39482177806
2742,4,2,Rural Area,404927.5824111351
1679,4,3,City Centre,355108.4751243739
1564,1,2,City Centre,264167.1423517846
2570,4,2,Rural Area,439118.0511365899
859,1,1,Rural Area,177230.26155162475
2541,2,2,Rural Area,419213.9077915773
1641,1,1,City Centre,289251.4676703491
2135,4,2,City Centre,373844.29860905936
1903,5,3,Rural Area,384854.3132886311
2443,5,2,City Centre,407698.5382910062
1178,2,2,City Centre,210681.28305044532
2987,4,1,Suburbs,439142.9690255254
506,1,3,Rural Area,152721.39299213246
2968,5,1,Rural Area,446091.56583236303
2091,3,3,Suburbs,371127.74638276256
1332,4,3,Suburbs,276681.3579794674
2310,4,1,City Centre,352349.9542063116
1413,3,2,Suburbs,241865.11693288365
2511,5,3,Rural Area,419049.22380966356
1942,3,2,Rural Area,322122.1963398987
1950,2,1,Rural Area,316161.5468718814
2002,1,1,City Centre,323855.9689312212
625,1,1,City Centre,112951.24534901911
2942,5,1,Rural Area,476742.0829363476
1316,3,3,Rural Area,267334.0448525235
2329,4,1,City Centre,381166.9358469352
1075,4,2,City Centre,279035.8164035431
2872,4,2,Suburbs,475310.3849440322
1915,2,3,City Centre,374418.487865449
1429,2,1,City Centre,268752.5668881014
1963,4,3,Rural Area,361800.22629414534
1332,5,3,Rural Area,297428.92755841435
1554,2,3,Rural Area,295047.91616323055
2148,2,1,Suburbs,332717.585604578
2400,1,2,City Centre,316903.50990197354
1957,1,2,Suburbs,311214.84170316457
1899,5,3,City Centre,376342.1835863928
942,2,3,City Centre,206590.47384273337
2622,2,2,Rural Area,384936.591094098
1056,3,2,City Centre,227547.98400440748
1678,5,1,Suburbs,309676.0615047126
2537,5,3,Rural Area,454441.1159520622
862,3,1,Suburbs,219506.3589159965
2995,3,2,Suburbs,432193.3284419873
1757,1,2,Rural Area,281194.07406578294
2341,5,2,City Centre,436933.1534802526
2809,5,2,Suburbs,477543.23768711387
2350,3,1,City Centre,343477.4253241827
2672,4,2,Rural Area,427758.8635819467
1410,4,3,City Centre,302020.19606380607
744,1,2,City Centre,146391.61562681248
1041,4,3,Rural Area,291953.60098694754
2669,4,2,City Centre,446953.70769196557
2672,4,1,Suburbs,402717.87254086696
2072,2,3,Suburbs,346896.44155239995
2717,1,1,Suburbs,387643.5972492185
623,3,2,City Centre,222799.80856981047
2231,4,1,Suburbs,356373.8401229068
1285,2,2,City Centre,246907.16047702287
2543,4,1,City Centre,385137.90195103234
2748,2,1,City Centre,384383.8782125218
2916,1,3,City Centre,407409.34317928605
1296,4,2,Rural Area,266542.30135480815
576,2,1,Suburbs,153481.08659659972
558,5,2,Suburbs,194501.14875772124
2978,5,3,City Centre,472022.4744764648
2023,2,1,Rural Area,315554.7702783825
2436,4,2,City Centre,406465.43229503604
2656,4,1,Suburbs,429536.82270455046
1801,1,1,Suburbs,266154.5425648704
567,1,1,Rural Area,137776.59140749704
2852,3,1,City Centre,447358.07542258175
2432,1,3,Rural Area,351414.60990248586
864,4,3,City Centre,253696.74814146128
1320,3,2,Rural Area,272992.1675714044
1902,1,2,Suburbs,274643.9504834615
2890,2,1,Rural Area,399141.0611687248
1446,5,1,Suburbs,295112.5989400545
2077,1,1,Suburbs,284073.65312968654
1877,1,3,City Centre,287794.08438759326
1939,2,1,Rural Area,263344.2225135923
1261,4,2,Rural Area,237774.41546002118
840,2,1,Rural Area,160524.33412264966
882,1,3,Rural Area,226021.78362295334
1503,4,1,City Centre,296802.81857513916
2056,3,3,City Centre,350997.0678723557
799,1,3,City Centre,174108.12064416753
638,2,3,Suburbs,224021.2573038898
858,3,3,Suburbs,227966.3842445111
1335,5,2,Suburbs,296597.90505144786
2022,3,3,City Centre,319362.9501145558
2127,2,2,Suburbs,288079.1947456996
2482,3,2,Rural Area,397427.6666983715
1803,2,1,Suburbs,319026.5458312249
1408,1,1,City Centre,231728.19317135293
1634,4,3,City Centre,344063.3708919703
2686,5,1,City Centre,469528.28999618476
1495,4,3,City Centre,334516.9217372536
2982,4,1,Rural Area,443045.0663489176
2820,4,3,Suburbs,468189.78250634955
2651,2,1,Suburbs,388157.7075670165
1737,2,1,City Centre,288889.65298981924
2284,5,2,Suburbs,398687.7608587859
664,2,1,Rural Area,179530.1344682818
1498,2,1,City Centre,240940.90603343438
1807,2,3,Suburbs,315079.63295972755
1156,2,2,Suburbs,243545.24123747917
2711,1,3,Suburbs,422876.23324132164
2409,5,1,Suburbs,414673.62109327555
2546,2,3,City Centre,389928.18873439677
2611,5,2,City Centre,433090.74941107247
1640,3,3,Rural Area,307319.8623891529
2389,1,1,City Centre,316165.1025869175
766,2,3,Suburbs,212404.10445050834
2345,1,1,Suburbs,337816.647927584
2208,1,2,Suburbs,295313.14453491126
2793,3,2,Rural Area,434622.19270204246
2942,5,3,City Centre,477895.0284836754
2010,1,2,City Centre,286979.12334606226
975,4,3,City Centre,282714.08191077487
1476,3,1,Suburbs,265098.3015006745
1707,4,3,Suburbs,355228.63308174885
1543,3,1,Suburbs,287062.0304720187
2460,4,2,Rural Area,422115.75059196615
1057,4,1,Rural Area,277068.02330562065
1517,1,1,Suburbs,202299.72651568154
2105,1,1,Rural Area,299588.79591386754
1382,3,1,Rural Area,248404.76443919912
2694,5,1,Rural Area,442760.6575465274
1165,1,3,City Centre,203389.12236427888
2271,1,1,Rural Area,313120.42648766766
1363,2,1,Suburbs,203658.66623179344
1081,1,1,City Centre,193969.25292156741
1194,5,1,Rural Area,284511.73047801305
1751,2,1,Suburbs,266649.0005576046
2110,4,1,Rural Area,348122.49171857454
1739,4,2,Suburbs,326503.1506831305
2954,2,3,Suburbs,399408.0503223807
898,2,1,Rural Area,168870.96023401868
2446,2,3,Rural Area,383362.926485812
1214,3,2,City Centre,282762.9188021259
1203,5,2,Rural Area,316034.9526304851
2214,5,1,Suburbs,345821.0797258951
2472,4,3,City Centre,447000.35675921966
581,4,1,Suburbs,229120.37245912364
1103,4,2,Suburbs,255359.98719327297
2470,1,2,Rural Area,332445.16009983304
2210,4,3,Suburbs,385646.428647574
2546,2,1,Rural Area,366234.8817374056
1402,4,3,Suburbs,309130.8891936916
864,2,3,City Centre,229182.29122716028
662,3,2,Rural Area,180154.19778866172
2363,1,3,City Centre,329864.8789271361
615,1,2,Rural Area,143988.05391452092
2884,5,1,City Centre,437063.0907120654
1380,3,3,Rural Area,301547.54634528543
1339,2,3,City Centre,273815.1420381921
2694,3,1,City Centre,407566.93887196505
1846,1,3,Rural Area,321233.0520173143
2990,2,1,Rural Area,411887.24064988404
1536,3,2,Suburbs,257955.1256007147
1442,1,2,Suburbs,235842.94364217817
2224,2,3,Rural Area,351741.77513634216
2834,2,2,Rural Area,408557.19613455224
1637,1,2,City Centre,244829.0300511326
521,2,1,City Centre,186699.65060173618
2249,1,2,Suburbs,316873.08552954387
1182,4,2,Suburbs,271584.29499610007
2333,4,2,Suburbs,389388.5839827492
2867,2,1,City Centre,381390.2774313265
625,2,3,City Centre,162795.52355541638
776,1,1,City Centre,187421.6844384099
2499,2,3,Suburbs,372205.73620257317
1727,5,3,Rural Area,380296.72324860457
2741,4,2,Suburbs,425592.57338483847
1195,2,2,City Centre,226917.43260875723
1809,2,1,Suburbs,261000.79897741636
556,3,1,Suburbs,144970.12133379403
518,2,1,Suburbs,147893.3037608498
2811,5,2,Suburbs,451345.95425585646
612,4,3,City Centre,264924.4542207897
1041,3,1,Suburbs,230535.63281727448
1078,1,3,City Centre,245630.80764076373
1588,1,2,Suburbs,228762.2102266743
524,4,2,City Centre,213436.9390095897
2072,1,2,Rural Area,318214.09369696147
2548,5,2,City Centre,437044.9681197839
2072,2,3,City Centre,345203.0514202325
640,4,3,Rural Area,234011.1975675067
2267,3,1,Rural Area,327813.26876245637
1147,2,3,Rural Area,222370.41925211434
2735,1,3,Rural Area,402633.4259472206
700,1,3,Rural Area,171787.6783245221
756,3,1,Rural Area,192073.22543934622
1046,5,3,Suburbs,286383.52918731625
2741,3,3,Suburbs,411231.2906157847
1301,4,3,Rural Area,275849.0563104051
1441,3,2,City Centre,314820.8575851652
913,1,3,City Centre,165528.75432397024
2514,5,1,Rural Area,430157.3231050508
1881,5,1,Suburbs,374877.433917005
1598,3,1,Suburbs,287629.00218348746
1409,4,1,City Centre,282400.39916445885
687,1,2,Rural Area,173358.3759847814
2515,2,1,Suburbs,348518.1042614917
1813,5,2,Rural Area,380952.4863139582
2592,3,2,Rural Area,421590.20261397783
2630,4,2,City Centre,433847.1538520658
1646,4,1,Rural Area,276584.4364155209
857,1,1,Rural Area,184201.9738562286
2051,5,2,City Centre,410768.77366685384
1589,1,2,Suburbs,271064.5061754949
2180,2,1,Rural Area,342702.3750380383
2922,2,3,City Centre,412613.1469219822
661,2,3,Suburbs,191616.99550737478
2869,4,3,Rural Area,488106.26159655646
949,5,1,Suburbs,273214.97305262776
1997,1,1,City Centre,279755.58225463174
1536,1,2,Rural Area,248161.45140678601
2731,2,1,City Centre,378488.0487591966
2658,5,1,City Centre,424836.35375172115
2450,5,1,Rural Area,410112.663767643
1813,3,2,City Centre,384165.228962968
2842,5,2,Suburbs,450124.9605948092
1738,5,3,City Centre,332926.4645936812
1473,1,3,Rural Area,249048.2274749285
1131,5,1,Rural Area,289187.60069233895
2090,5,1,Suburbs,386036.6814007519
1550,1,2,Rural Area,233485.9843493884
2088,5,3,City Centre,396267.4027092849
2868,1,3,City Centre,419115.8109244958
2193,3,3,Rural Area,372150.2572579857
936,4,1,Suburbs,218118.5432311945
2056,1,1,Suburbs,274324.979551902
1576,1,1,Rural Area,270759.9657522532
1804,5,2,City Centre,351327.22562121705
2578,1,3,Rural Area,373853.6252125464
2884,2,2,Rural Area,376425.8788646313
682,2,3,Suburbs,198459.52461685485
1969,3,1,City Centre,378379.5689065003
1979,1,2,Suburbs,333687.46987912606
2089,5,2,Suburbs,393983.8827495098
2087,5,1,City Centre,406003.6576626559
